listing_id,category,location,seller_type,posted_days_ago,title,description,price_aed,is_suspicious,suspicious_reason
1861,Services,Dubai Marina,business,5,Other Model Y 512GB Like New,Like New. No issues. Can meet in Dubai Marina.,1089,0,
1313,Bikes,Abu Dhabi,business,6,Honda Model Y for sale - New,New. No issues. Can meet in Abu Dhabi.,8911,0,
2870,Furniture,Abu Dhabi,individual,3,Sofa set for sale - Used,Sofa set in Used. Pickup from Abu Dhabi. urgent urgent urgent urgent urgent,193,1,repeated_words
2302,Laptops,Sharjah,individual,23,Dell XPS 13 8GB RAM 1024GB SSD - Like New,Like New. Battery good. Includes charger. Available in Sharjah.,1298,0,
2279,Fashion,Downtown Dubai,business,27,Nike Model Z 512GB - with box,New. No issues. Can meet in Downtown Dubai.,1418,0,
3499,Cars,Business Bay,individual,21,GENUINE 📞 2013 HONDA MODEL Z 90345KM - GOOD CONDITION,Good condition. Well maintained. Service history available. Located in Business Bay. Contact WhatsApp +971524618428 offer offer offer offer offer,50982,1,phone_in_description|repeated_words|spam_title_caps
3358,Furniture,Abu Dhabi,individual,23,Bed frame - barely used,Bed frame in Used. Pickup from Abu Dhabi. Email: qwhite@yahoo.com,755,1,email_in_description
1382,Fashion,Ajman,business,28,H&M Model Z 128GB - with box,New. No issues. Can meet in Ajman.,919,0,
2199,Apartments,JLT,business,2,2BR apartment in JLT - Semi-furnished,2 bedroom apartment in JLT. Semi-furnished. Ready to move. Family building.,5578,0,
2623,Furniture,Business Bay,business,7,Sofa set for sale - Like New,Sofa set in Like New. Pickup from Business Bay.,2686,0,
2877,Electronics,Abu Dhabi,individual,3,FREE DELIVERY ⚡ SONY MODEL Z 512GB - WITH BOX,Like New. No issues. Can meet in Abu Dhabi. Email: georgetracy@gmail.com original original original original original original original original original original,121,1,email_in_description|price_too_low|repeated_words|spam_title_caps
2509,Mobiles,JLT,business,8,Google Model Z 64GB Like New,Like New. No issues. Can meet in JLT.,3593,0,
2001,Apartments,Dubai Marina,business,0,4BR apartment in Dubai Marina - Unfurnished,4 bedroom apartment in Dubai Marina. Unfurnished. Ready to move. Family building.,8792,0,
3240,Apartments,Al Barsha,business,11,GENUINE 📞 2BHK IN AL BARSHA | UNFURNISHED,2 bedroom apartment in Al Barsha. Unfurnished. Ready to move. Family building. Contact WhatsApp +971556708676,15049,1,phone_in_description|spam_title_caps
1263,Bikes,Deira,individual,22,Honda Model Z for sale - Good condition,Good condition. No issues. Can meet in Deira.,12773,0,
2290,Jobs,Ajman,business,11,Other Model Y 128GB New,New. No issues. Can meet in Ajman.,0,0,
3159,Apartments,Ajman,individual,13,4BHK in Ajman | Semi-furnished,4 bedroom apartment in Ajman. Semi-furnished. Ready to move. Family building.,14655,1,
2783,Electronics,Bur Dubai,business,27,100% ORIGINAL ✅ SONY MODEL X 64GB GOOD CONDITION,Good condition. No issues. Can meet in Bur Dubai. sale sale sale sale sale sale sale sale sale sale sale,608,1,price_too_low|repeated_words|spam_title_caps
1415,Furniture,Downtown Dubai,business,25,Office chair for sale - Used,Office chair in Used. Pickup from Downtown Dubai.,582,0,
2113,Electronics,Dubai Marina,individual,27,Samsung S23 Ultra for sale - Like New,Like New. No issues. Can meet in Dubai Marina.,4119,0,
1358,Services,Abu Dhabi,business,1,Generic Model X for sale - Used,Used. No issues. Can meet in Abu Dhabi.,1188,0,
2173,Cars,JLT,business,2,2011 Nissan X-Trail 143722km - Used,Used. Well maintained. Service history available. Located in JLT.,116460,0,
1008,Laptops,Deira,business,5,Apple MacBook Air 32GB RAM 512GB SSD - Good condition,Good condition. Battery good. Includes charger. Available in Deira.,2576,0,
3020,Furniture,Business Bay,individual,26,CALL NOW 🎉 WARDROBE - BARELY USED,Wardrobe in New. Pickup from Business Bay. Contact WhatsApp +971559737254,2139,1,phone_in_description|spam_title_caps
1316,Fashion,Abu Dhabi,business,5,Zara Model Z 256GB - with box,Used. No issues. Can meet in Abu Dhabi.,1421,0,
1304,Bikes,JLT,business,8,Suzuki Model Z 512GB - with box,Fair. No issues. Can meet in JLT.,13162,0,
1427,Mobiles,Dubai Marina,individual,22,OnePlus Model Y 64GB - with box,Good condition. No issues. Can meet in Dubai Marina.,1535,0,
1105,Electronics,Abu Dhabi,business,29,LG Model Y 128GB New,New. No issues. Can meet in Abu Dhabi.,4046,0,
3044,Jobs,JLT,individual,1,CHEAP 🔥 OTHER MODEL Y 256GB - WITH BOX,Fair. No issues. Can meet in JLT. Contact WhatsApp +971509876707 urgent urgent urgent urgent urgent urgent,0,1,new_listing_fast_post|phone_in_description|repeated_words|spam_title_caps
1121,Laptops,JLT,business,14,Asus Vivobook 32GB RAM 512GB SSD - Used,Used. Battery good. Includes charger. Available in JLT.,6228,0,
1821,Cars,Dubai Marina,business,12,2010 BMW X5 111448km - Fair,Fair. Well maintained. Service history available. Located in Dubai Marina.,156699,0,
2552,Electronics,Al Barsha,individual,21,Bose Model X for sale - Fair,Fair. No issues. Can meet in Al Barsha.,1782,0,
3290,Jobs,Ajman,individual,0,Generic Model Y 64GB New,New. No issues. Can meet in Ajman.,0,1,new_listing_fast_post
2398,Services,Bur Dubai,individual,23,Other Model Z for sale - Fair,Fair. No issues. Can meet in Bur Dubai.,1508,0,
2775,Mobiles,Sharjah,business,25,Google Model X 256GB Good condition,Good condition. No issues. Can meet in Sharjah. Email: cassandra07@yahoo.com,524,1,email_in_description|price_too_low
3299,Jobs,Dubai Marina,individual,0,GUARANTEED 🔥 GENERIC MODEL Z FOR SALE - LIKE NEW,Like New. No issues. Can meet in Dubai Marina.,0,1,new_listing_fast_post|spam_title_caps
1115,Furniture,Dubai Marina,individual,18,TV unit for sale - Fair,TV unit in Fair. Pickup from Dubai Marina.,3277,0,
2513,Electronics,Abu Dhabi,individual,9,JBL Model X for sale - Fair,Fair. No issues. Can meet in Abu Dhabi.,1222,0,
1744,Laptops,Bur Dubai,individual,3,Lenovo ThinkPad 16GB RAM 512GB SSD - Good condition,Good condition. Battery good. Includes charger. Available in Bur Dubai.,735,0,
2558,Bikes,JLT,business,10,Kawasaki Model Y for sale - Fair,Fair. No issues. Can meet in JLT.,2106,0,
3333,Mobiles,Sharjah,individual,29,100% ORIGINAL ⚡ APPLE IPHONE 13 128GB - WITH BOX,Like New. No issues. Can meet in Sharjah.,4012,1,spam_title_caps
1911,Mobiles,Ajman,individual,15,Samsung Note 20 for sale - New,New. No issues. Can meet in Ajman.,2704,0,
2488,Apartments,Bur Dubai,business,11,2BHK in Bur Dubai | Unfurnished,2 bedroom apartment in Bur Dubai. Unfurnished. Ready to move. Family building.,14656,0,
1672,Laptops,JLT,individual,16,Lenovo ThinkPad for sale - Like New,Like New. Battery good. Includes charger. Available in JLT.,5448,0,
3306,Jobs,Al Barsha,business,19,BEST PRICE 📞 OTHER MODEL Z 128GB NEW,New. No issues. Can meet in Al Barsha. Contact WhatsApp +971532389888,0,1,phone_in_description|spam_title_caps
3051,Bikes,Deira,individual,18,Honda Model Z 256GB Fair,Fair. No issues. Can meet in Deira.,3419,1,
2640,Electronics,JLT,individual,4,Bose Model X 128GB New,New. No issues. Can meet in JLT.,3151,0,
1309,Mobiles,Al Barsha,individual,30,Samsung S23 Ultra 512GB - with box,Good condition. No issues. Can meet in Al Barsha.,2570,0,
1591,Apartments,Abu Dhabi,individual,19,4 bedroom apartment for rent in Abu Dhabi,4 bedroom apartment in Abu Dhabi. Semi-furnished. Ready to move. Family building.,17641,0,
1462,Cars,JLT,individual,5,Toyota Land Cruiser 2009 - Fair,Fair. Well maintained. Service history available. Located in JLT.,153908,0,
2987,Services,Al Barsha,individual,7,Other Model X 64GB - with box,Fair. No issues. Can meet in Al Barsha. Contact WhatsApp +971544160426 Email: brownjessica@outlook.com,237,1,email_in_description|phone_in_description
1941,Mobiles,Business Bay,individual,12,Samsung A54 512GB Used,Used. No issues. Can meet in Business Bay.,2014,0,
2647,Electronics,Ajman,business,28,LG Model Y 128GB Fair,Fair. No issues. Can meet in Ajman.,4592,0,
3366,Electronics,Ajman,business,7,GENUINE 📞 SONY MODEL Y FOR SALE - NEW,New. No issues. Can meet in Ajman.,3128,1,spam_title_caps
1552,Apartments,Abu Dhabi,business,24,2BHK in Abu Dhabi | Furnished,2 bedroom apartment in Abu Dhabi. Furnished. Ready to move. Family building.,4738,0,
1087,Electronics,Deira,business,29,LG Model Y 64GB - with box,Fair. No issues. Can meet in Deira.,2041,0,
1690,Bikes,Bur Dubai,business,24,Suzuki Model X for sale - Used,Used. No issues. Can meet in Bur Dubai.,2344,0,
2691,Laptops,Al Barsha,business,17,Dell laptop 8GB/1024GB - Good condition,Good condition. Battery good. Includes charger. Available in Al Barsha.,1649,0,
3412,Fashion,Ajman,business,8,H&M Model Z for sale - New,New. No issues. Can meet in Ajman.,1464,1,
2615,Jobs,Ajman,individual,21,Other Model Z for sale - Fair,Fair. No issues. Can meet in Ajman.,0,0,
2161,Services,JLT,individual,15,Generic Model Z for sale - Good condition,Good condition. No issues. Can meet in JLT.,483,0,
3420,Furniture,Deira,business,20,Bed frame - barely used,Bed frame in Good condition. Pickup from Deira. Contact WhatsApp +971582206941 cheap cheap cheap cheap cheap cheap cheap cheap cheap cheap,3125,1,phone_in_description|repeated_words
2413,Fashion,Downtown Dubai,business,20,H&M Model Y for sale - Fair,Fair. No issues. Can meet in Downtown Dubai.,727,0,
3219,Cars,Deira,business,14,PROMOTION 💯 BMW 5 SERIES 2017 - NEW,New. Well maintained. Service history available. Located in Deira. Email: jason99@outlook.com,25859,1,email_in_description|price_too_low|spam_title_caps
1543,Electronics,Deira,business,5,Sony Model X 512GB - with box,New. No issues. Can meet in Deira.,640,0,
2760,Electronics,Abu Dhabi,business,23,BEST PRICE 💯 JBL MODEL Z FOR SALE - LIKE NEW,Like New. No issues. Can meet in Abu Dhabi. Contact WhatsApp +971547535716 Email: robinsonwilliam@yahoo.com,360,1,email_in_description|phone_in_description|price_too_low|spam_title_caps
3216,Apartments,Business Bay,individual,4,1BHK in Business Bay | Furnished,1 bedroom apartment in Business Bay. Furnished. Ready to move. Family building.,913,1,price_too_low
1494,Fashion,JLT,business,16,Adidas Model Z for sale - Good condition,Good condition. No issues. Can meet in JLT.,736,0,
1365,Apartments,Abu Dhabi,individual,25,4 bedroom apartment for rent in Abu Dhabi,4 bedroom apartment in Abu Dhabi. Semi-furnished. Ready to move. Family building.,10731,0,
3258,Laptops,Deira,business,1,100% ORIGINAL 💯 DELL INSPIRON FOR SALE - FAIR,Fair. Battery good. Includes charger. Available in Deira. Contact WhatsApp +971592414449 offer offer offer offer offer offer offer offer offer offer offer offer,5090,1,phone_in_description|repeated_words|spam_title_caps
2550,Cars,Abu Dhabi,business,6,2019 Kia Model X 165466km - New,New. Well maintained. Service history available. Located in Abu Dhabi.,123526,0,
1273,Fashion,Deira,individual,22,Nike Model Z 64GB Used,Used. No issues. Can meet in Deira.,860,0,
1788,Cars,Abu Dhabi,business,1,2020 Mercedes Model Z - 176727km,Used. Well maintained. Service history available. Located in Abu Dhabi.,100474,0,
1071,Furniture,Ajman,business,25,Wardrobe for sale - Good condition,Wardrobe in Good condition. Pickup from Ajman.,1420,0,
2242,Services,JLT,business,14,Generic Model X for sale - Good condition,Good condition. No issues. Can meet in JLT.,296,0,
2811,Fashion,JLT,business,30,URGENT SALE 💯 ADIDAS MODEL Y 256GB - WITH BOX,New. No issues. Can meet in JLT. Contact WhatsApp +971513066510,738,1,phone_in_description|spam_title_caps
1063,Cars,Sharjah,individual,5,Mercedes Model Y 2014 - Used,Used. Well maintained. Service history available. Located in Sharjah.,96473,0,
1394,Services,JLT,individual,13,Generic Model X for sale - Like New,Like New. No issues. Can meet in JLT.,1826,0,
2204,Mobiles,Sharjah,business,21,Xiaomi Model X for sale - Used,Used. No issues. Can meet in Sharjah.,2267,0,
1343,Jobs,Business Bay,individual,8,Generic Model X 64GB Fair,Fair. No issues. Can meet in Business Bay.,0,0,
2374,Furniture,Deira,individual,23,Coffee table for sale - Used,Coffee table in Used. Pickup from Deira.,829,0,
2380,Fashion,Al Barsha,business,11,Nike Model Y 64GB - with box,Fair. No issues. Can meet in Al Barsha.,764,0,
1500,Mobiles,Bur Dubai,individual,30,OnePlus Model Z for sale - Like New,Like New. No issues. Can meet in Bur Dubai.,1198,0,
2672,Electronics,Deira,business,20,LG Model Z 64GB - with box,Like New. No issues. Can meet in Deira.,1083,0,
1677,Furniture,Bur Dubai,business,4,Coffee table - Used,Coffee table in Used. Pickup from Bur Dubai.,2573,0,
2027,Jobs,Ajman,individual,29,Other Model X for sale - New,New. No issues. Can meet in Ajman.,0,0,
2886,Electronics,Ajman,individual,14,WHATSAPP 🔥 SAMSUNG S23 ULTRA 512GB - WITH BOX,New. No issues. Can meet in Ajman. original original original original original original original,113,1,price_too_low|repeated_words|spam_title_caps
3465,Bikes,JLT,business,10,Honda Model X 64GB - with box,Fair. No issues. Can meet in JLT. Email: nicole37@yahoo.com,9004,1,email_in_description
1272,Cars,Deira,business,6,BMW 3 Series 2010 - Used,Used. Well maintained. Service history available. Located in Deira.,128323,0,
3473,Electronics,Downtown Dubai,individual,28,Samsung S23 Ultra for sale - New,New. No issues. Can meet in Downtown Dubai. Contact WhatsApp +971538187968,788,1,phone_in_description|price_too_low
1205,Fashion,Business Bay,business,5,Nike Model X 64GB Fair,Fair. No issues. Can meet in Business Bay.,1343,0,
1733,Jobs,Al Barsha,business,28,Other Model Y 64GB Fair,Fair. No issues. Can meet in Al Barsha.,0,0,
1152,Services,Bur Dubai,business,3,Other Model X 512GB - with box,New. No issues. Can meet in Bur Dubai.,1933,0,
3370,Cars,Downtown Dubai,individual,14,2016 Nissan Patrol 219903km - New,New. Well maintained. Service history available. Located in Downtown Dubai. Email: matthew64@outlook.com,34909,1,email_in_description|price_too_low
1557,Furniture,Downtown Dubai,business,2,TV unit for sale - Like New,TV unit in Like New. Pickup from Downtown Dubai.,3492,0,
1377,Jobs,Al Barsha,individual,5,Other Model X 256GB Used,Used. No issues. Can meet in Al Barsha.,0,0,
1535,Cars,Abu Dhabi,business,17,2009 BMW 3 Series 119438km - Good condition,Good condition. Well maintained. Service history available. Located in Abu Dhabi.,50819,0,
1973,Electronics,Abu Dhabi,business,24,JBL Model X 256GB Good condition,Good condition. No issues. Can meet in Abu Dhabi.,4345,0,
2000,Bikes,Bur Dubai,business,12,Suzuki Model X 512GB New,New. No issues. Can meet in Bur Dubai.,5370,0,
2872,Mobiles,Deira,business,22,Google Model Y 64GB Like New,Like New. No issues. Can meet in Deira. Contact WhatsApp +971544200361,165,1,phone_in_description|price_too_low
1198,Cars,Al Barsha,individual,16,Nissan Patrol 2015 - New,New. Well maintained. Service history available. Located in Al Barsha.,14890,0,
1561,Mobiles,Deira,individual,3,Xiaomi Model X for sale - Good condition,Good condition. No issues. Can meet in Deira.,2894,0,
1685,Fashion,Deira,business,16,Zara Model Z 64GB - with box,Like New. No issues. Can meet in Deira.,47,0,
2213,Furniture,JLT,individual,5,Wardrobe - Fair,Wardrobe in Fair. Pickup from JLT.,2100,0,
1590,Laptops,Downtown Dubai,individual,24,Lenovo ThinkPad for sale - Like New,Like New. Battery good. Includes charger. Available in Downtown Dubai.,5380,0,
1519,Fashion,Deira,business,14,Nike Model Y for sale - Fair,Fair. No issues. Can meet in Deira.,1066,0,
1308,Cars,Abu Dhabi,business,5,Nissan Patrol 2018 - Used,Used. Well maintained. Service history available. Located in Abu Dhabi.,170374,0,
1604,Electronics,Downtown Dubai,individual,16,LG Model Z for sale - Good condition,Good condition. No issues. Can meet in Downtown Dubai.,2759,0,
3154,Furniture,Deira,business,14,CALL NOW 🎉 SOFA SET FOR SALE - USED,Sofa set in Used. Pickup from Deira.,3080,1,spam_title_caps
3259,Cars,JLT,individual,0,2022 Honda Model X 40511km - Good condition,Good condition. Well maintained. Service history available. Located in JLT.,19656,1,new_listing_fast_post|price_too_low
1059,Services,Dubai Marina,business,6,Generic Model Z for sale - Good condition,Good condition. No issues. Can meet in Dubai Marina.,62,0,
1583,Furniture,Al Barsha,individual,28,Sofa set - barely used,Sofa set in Like New. Pickup from Al Barsha.,1737,0,
1859,Fashion,Sharjah,individual,7,Nike Model Y 256GB - with box,Fair. No issues. Can meet in Sharjah.,160,0,
1207,Laptops,Bur Dubai,business,20,HP laptop 16GB/512GB - Good condition,Good condition. Battery good. Includes charger. Available in Bur Dubai.,1297,0,
3017,Bikes,Business Bay,individual,0,BEST PRICE ⚡ SUZUKI MODEL Z 128GB LIKE NEW,Like New. No issues. Can meet in Business Bay. Email: sara74@outlook.com,14438,1,email_in_description|new_listing_fast_post|spam_title_caps
1869,Cars,JLT,individual,27,2022 Nissan Sunny - 214744km,Used. Well maintained. Service history available. Located in JLT.,138650,0,
1785,Electronics,Downtown Dubai,business,14,JBL Model Y 64GB Good condition,Good condition. No issues. Can meet in Downtown Dubai.,1648,0,
1906,Bikes,Ajman,individual,9,Yamaha Model Y 256GB - with box,New. No issues. Can meet in Ajman.,8521,0,
3427,Bikes,Bur Dubai,business,12,CHEAP 🚨 SUZUKI MODEL Z FOR SALE - NEW,New. No issues. Can meet in Bur Dubai. offer offer offer offer offer offer offer offer offer offer offer,15002,1,repeated_words|spam_title_caps
1792,Electronics,JLT,business,27,Samsung S23 Ultra 64GB - with box,New. No issues. Can meet in JLT.,2871,0,
1831,Bikes,Bur Dubai,business,23,Suzuki Model Y 256GB - with box,Good condition. No issues. Can meet in Bur Dubai.,10556,0,
1162,Bikes,Abu Dhabi,individual,16,Suzuki Model Y for sale - Used,Used. No issues. Can meet in Abu Dhabi.,11387,0,
2307,Cars,Abu Dhabi,business,23,2023 Nissan Sunny 104421km - New,New. Well maintained. Service history available. Located in Abu Dhabi.,155883,0,
1526,Apartments,Ajman,individual,11,4BHK in Ajman | Unfurnished,4 bedroom apartment in Ajman. Unfurnished. Ready to move. Family building.,15021,0,
2576,Mobiles,Ajman,individual,23,Xiaomi Model X 128GB Used,Used. No issues. Can meet in Ajman.,3302,0,
1256,Laptops,Deira,business,13,Dell Latitude 32GB RAM 1024GB SSD - Used,Used. Battery good. Includes charger. Available in Deira.,5828,0,
1506,Services,Al Barsha,individual,18,Generic Model Y 512GB Good condition,Good condition. No issues. Can meet in Al Barsha.,1913,0,
2956,Laptops,JLT,business,2,Asus ROG for sale - Used,Used. Battery good. Includes charger. Available in JLT. Email: ilewis@outlook.com,104,1,email_in_description|price_too_low
3120,Fashion,Downtown Dubai,individual,23,GENUINE 😱 H&M MODEL Y 256GB USED,Used. No issues. Can meet in Downtown Dubai. Contact WhatsApp +971508947199,673,1,phone_in_description|spam_title_caps
3228,Fashion,Abu Dhabi,individual,1,Nike Model X for sale - Good condition,Good condition. No issues. Can meet in Abu Dhabi. Email: donnacampbell@gmail.com,331,1,email_in_description
3164,Fashion,Abu Dhabi,business,5,PROMOTION 💯 ZARA MODEL Z 128GB LIKE NEW,Like New. No issues. Can meet in Abu Dhabi. Contact WhatsApp +971582873109,1458,1,phone_in_description|spam_title_caps
1862,Apartments,Ajman,business,29,3 bedroom apartment for rent in Ajman,3 bedroom apartment in Ajman. Unfurnished. Ready to move. Family building.,8895,0,
2675,Electronics,Bur Dubai,individual,14,Samsung Note 20 64GB - with box,Good condition. No issues. Can meet in Bur Dubai.,2659,0,
1020,Electronics,Al Barsha,individual,0,LG Model X 64GB - with box,Fair. No issues. Can meet in Al Barsha.,682,0,
2404,Mobiles,Abu Dhabi,business,23,Samsung S22 64GB Like New,Like New. No issues. Can meet in Abu Dhabi.,3476,0,
1439,Cars,Sharjah,business,29,Mercedes Model Y 2009 - New,New. Well maintained. Service history available. Located in Sharjah.,179697,0,
2087,Apartments,Ajman,individual,12,1 bedroom apartment for rent in Ajman,1 bedroom apartment in Ajman. Furnished. Ready to move. Family building.,17445,0,
1381,Jobs,Business Bay,business,28,Generic Model Z for sale - Like New,Like New. No issues. Can meet in Business Bay.,0,0,
3108,Services,Ajman,business,21,FREE DELIVERY 🎉 OTHER MODEL Y FOR SALE - FAIR,Fair. No issues. Can meet in Ajman.,1414,1,spam_title_caps
2261,Apartments,Abu Dhabi,business,26,1 bedroom apartment for rent in Abu Dhabi,1 bedroom apartment in Abu Dhabi. Unfurnished. Ready to move. Family building.,14019,0,
1538,Fashion,Deira,individual,18,Zara Model Y 512GB - with box,Used. No issues. Can meet in Deira.,945,0,
1881,Laptops,Al Barsha,individual,3,Lenovo IdeaPad 32GB RAM 1024GB SSD - New,New. Battery good. Includes charger. Available in Al Barsha.,4412,0,
1902,Apartments,Ajman,individual,18,3BR apartment in Ajman - Furnished,3 bedroom apartment in Ajman. Furnished. Ready to move. Family building.,10115,0,
1083,Electronics,Abu Dhabi,business,24,Bose Model Z 128GB - with box,Fair. No issues. Can meet in Abu Dhabi.,3316,0,
3103,Electronics,Ajman,business,26,JBL Model X 64GB - with box,Fair. No issues. Can meet in Ajman. Contact WhatsApp +971551854439 offer offer offer offer offer offer offer offer offer offer,561,1,phone_in_description|price_too_low|repeated_words
2200,Bikes,JLT,individual,10,Suzuki Model Y 512GB - with box,Fair. No issues. Can meet in JLT.,5346,0,
2309,Apartments,Downtown Dubai,business,16,3BHK in Downtown Dubai | Semi-furnished,3 bedroom apartment in Downtown Dubai. Semi-furnished. Ready to move. Family building.,4442,0,
2226,Furniture,Deira,business,1,Coffee table for sale - Used,Coffee table in Used. Pickup from Deira.,1830,0,
3130,Jobs,Bur Dubai,individual,28,URGENT SALE 📞 GENERIC MODEL Y 256GB - WITH BOX,Fair. No issues. Can meet in Bur Dubai. Contact WhatsApp +971526846791 cheap cheap cheap cheap cheap,0,1,phone_in_description|repeated_words|spam_title_caps
2749,Mobiles,Dubai Marina,individual,9,Samsung Note 20 for sale - Like New,Like New. No issues. Can meet in Dubai Marina.,3774,0,
1270,Bikes,Al Barsha,business,1,Yamaha Model X 512GB Good condition,Good condition. No issues. Can meet in Al Barsha.,848,0,
2271,Jobs,Deira,business,14,Other Model Z 128GB - with box,Used. No issues. Can meet in Deira.,0,0,
2259,Apartments,Abu Dhabi,business,29,1BR apartment in Abu Dhabi - Unfurnished,1 bedroom apartment in Abu Dhabi. Unfurnished. Ready to move. Family building.,17850,0,
3060,Services,JLT,individual,1,NO SCAM 🎉 GENERIC MODEL X FOR SALE - GOOD CONDITION,Good condition. No issues. Can meet in JLT.,1730,1,new_listing_fast_post|spam_title_caps
3263,Cars,Dubai Marina,individual,1,CHEAP 📞 TOYOTA CAMRY 2016 - NEW,New. Well maintained. Service history available. Located in Dubai Marina. Contact WhatsApp +971527100484 Email: staffordmichelle@yahoo.com cheap cheap cheap cheap cheap cheap cheap,62807,1,email_in_description|new_listing_fast_post|phone_in_description|repeated_words|spam_title_caps
2599,Apartments,Bur Dubai,business,8,3 bedroom apartment for rent in Bur Dubai,3 bedroom apartment in Bur Dubai. Unfurnished. Ready to move. Family building.,10005,0,
2960,Apartments,JLT,individual,1,FREE DELIVERY 🎉 4BR APARTMENT IN JLT - UNFURNISHED,4 bedroom apartment in JLT. Unfurnished. Ready to move. Family building.,1575,1,new_listing_fast_post|price_too_low|spam_title_caps
2029,Cars,Abu Dhabi,individual,21,2022 Mercedes Model X 97818km - New,New. Well maintained. Service history available. Located in Abu Dhabi.,85810,0,
1429,Furniture,Ajman,individual,19,Coffee table - barely used,Coffee table in Good condition. Pickup from Ajman.,582,0,
3004,Electronics,Deira,individual,6,CHEAP 💯 SONY MODEL X FOR SALE - LIKE NEW,Like New. No issues. Can meet in Deira. offer offer offer offer offer offer offer,838,1,price_too_low|repeated_words|spam_title_caps
3193,Mobiles,Abu Dhabi,individual,21,Apple iPhone 12 for sale - Like New,Like New. No issues. Can meet in Abu Dhabi.,2099,1,
3204,Services,Ajman,business,6,NO SCAM 🎉 OTHER MODEL X 128GB USED,Used. No issues. Can meet in Ajman. Contact WhatsApp +971588717621,1854,1,phone_in_description|spam_title_caps
1458,Furniture,Business Bay,individual,26,Sofa set for sale - Used,Sofa set in Used. Pickup from Business Bay.,3434,0,
1078,Laptops,Business Bay,individual,6,Apple laptop 8GB/256GB - Good condition,Good condition. Battery good. Includes charger. Available in Business Bay.,2563,0,
3429,Fashion,Business Bay,individual,0,CALL NOW 🚨 NIKE MODEL Y FOR SALE - USED,Used. No issues. Can meet in Business Bay. Contact WhatsApp +971522125505,1423,1,new_listing_fast_post|phone_in_description|spam_title_caps
3132,Fashion,Abu Dhabi,individual,1,Adidas Model X 128GB Like New,Like New. No issues. Can meet in Abu Dhabi. Contact WhatsApp +971528159756 Email: evelynestrada@outlook.com sale sale sale sale sale sale sale sale,633,1,email_in_description|new_listing_fast_post|phone_in_description|repeated_words
1032,Services,Business Bay,business,21,Other Model X for sale - Good condition,Good condition. No issues. Can meet in Business Bay.,1322,0,
3124,Services,Ajman,individual,25,Other Model X for sale - New,New. No issues. Can meet in Ajman. Contact WhatsApp +971581424015,1064,1,phone_in_description
2349,Cars,Abu Dhabi,business,22,BMW 3 Series 2013 - New,New. Well maintained. Service history available. Located in Abu Dhabi.,25576,0,
3243,Bikes,Sharjah,individual,1,Yamaha Model X 128GB - with box,Fair. No issues. Can meet in Sharjah.,10214,1,new_listing_fast_post
1380,Apartments,Business Bay,individual,14,3BHK in Business Bay | Semi-furnished,3 bedroom apartment in Business Bay. Semi-furnished. Ready to move. Family building.,3715,0,
1226,Laptops,Bur Dubai,business,7,HP laptop 32GB/512GB - Used,Used. Battery good. Includes charger. Available in Bur Dubai.,4630,0,
2994,Furniture,Bur Dubai,individual,1,NO SCAM 📞 BED FRAME - BARELY USED,Bed frame in Used. Pickup from Bur Dubai. sale sale sale sale sale sale sale sale sale sale sale sale,2571,1,new_listing_fast_post|repeated_words|spam_title_caps
2192,Fashion,Dubai Marina,business,12,H&M Model Z for sale - Good condition,Good condition. No issues. Can meet in Dubai Marina.,1295,0,
1715,Bikes,Dubai Marina,individual,3,Honda Model X for sale - Fair,Fair. No issues. Can meet in Dubai Marina.,17172,0,
2762,Apartments,Business Bay,individual,13,WHATSAPP 📞 3BR APARTMENT IN BUSINESS BAY - UNFURNISHED,3 bedroom apartment in Business Bay. Unfurnished. Ready to move. Family building. Contact WhatsApp +971559472177,1249,1,phone_in_description|price_too_low|spam_title_caps
1686,Electronics,Dubai Marina,individual,13,Sony Model Z for sale - Fair,Fair. No issues. Can meet in Dubai Marina.,1997,0,
3131,Apartments,Al Barsha,individual,1,3BHK in Al Barsha | Semi-furnished,3 bedroom apartment in Al Barsha. Semi-furnished. Ready to move. Family building.,912,1,new_listing_fast_post|price_too_low
3484,Bikes,Bur Dubai,individual,3,GUARANTEED 🔥 YAMAHA MODEL Y 128GB - WITH BOX,Good condition. No issues. Can meet in Bur Dubai.,969,1,spam_title_caps
1305,Fashion,JLT,business,11,Adidas Model Z 256GB - with box,Good condition. No issues. Can meet in JLT.,1238,0,
1209,Jobs,Al Barsha,business,23,Generic Model Y for sale - Good condition,Good condition. No issues. Can meet in Al Barsha.,0,0,
3153,Furniture,Business Bay,business,2,URGENT SALE 📞 TV UNIT - BARELY USED,TV unit in Used. Pickup from Business Bay. Contact WhatsApp +971515393118 offer offer offer offer offer offer offer offer offer offer offer,2571,1,phone_in_description|repeated_words|spam_title_caps
2670,Laptops,Business Bay,individual,23,Lenovo laptop 16GB/1024GB - Used,Used. Battery good. Includes charger. Available in Business Bay.,5192,0,
3477,Laptops,Downtown Dubai,individual,13,GENUINE ✅ HP ELITEBOOK 8GB RAM 256GB SSD - NEW,New. Battery good. Includes charger. Available in Downtown Dubai. Contact WhatsApp +971527335257 Email: matthew94@gmail.com,1318,1,email_in_description|phone_in_description|spam_title_caps
2071,Apartments,Sharjah,business,12,2BR apartment in Sharjah - Unfurnished,2 bedroom apartment in Sharjah. Unfurnished. Ready to move. Family building.,4280,0,
